"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"20-Mar-2025","EQ","773.00","848.30","773.00","765.40","830.20","831.10","831.00","1,313.25","648.60","2,07,49,142","17,24,25,43,856.50","4,36,054"
"19-Mar-2025","EQ","738.00","772.65","735.90","739.00","768.00","765.40","755.25","1,313.25","648.60","13,21,960","99,84,07,765.75","49,002"
"18-Mar-2025","EQ","722.80","745.25","718.30","718.30","738.00","739.00","733.78","1,313.25","648.60","36,79,755","2,70,01,44,580.80","95,729"
"17-Mar-2025","EQ","684.00","730.00","673.10","671.60","726.70","718.30","711.65","1,313.25","648.60","1,30,16,515","9,26,31,59,489.70","2,60,011"
"13-Mar-2025","EQ","700.00","706.55","665.00","714.60","675.00","671.60","677.07","1,313.25","648.60","40,63,235","2,75,10,97,572.55","1,18,480"
"12-Mar-2025","EQ","682.05","729.85","678.30","676.70","700.50","714.60","711.24","1,313.25","648.60","40,96,631","2,91,36,85,562.90","1,40,970"
"11-Mar-2025","EQ","690.40","695.15","670.85","698.25","682.00","676.70","678.57","1,313.25","648.60","6,35,747","43,13,97,894.35","58,335"
"10-Mar-2025","EQ","722.60","737.50","691.70","723.00","694.00","698.25","711.82","1,313.25","648.60","4,91,581","34,99,17,464.90","46,299"
"07-Mar-2025","EQ","710.85","733.95","709.30","716.70","722.00","723.00","726.36","1,313.25","648.60","2,81,511","20,44,77,433.50","21,520"
"06-Mar-2025","EQ","724.80","732.55","710.95","720.15","713.00","716.70","722.66","1,313.25","648.60","4,26,422","30,81,58,509.90","25,806"
"05-Mar-2025","EQ","690.10","722.40","684.20","698.70","720.20","720.15","711.14","1,313.25","648.60","5,80,288","41,26,65,840.85","54,299"
"04-Mar-2025","EQ","666.55","708.85","666.55","686.30","692.10","698.70","696.88","1,313.25","648.60","6,07,444","42,33,13,750.90","49,937"
"03-Mar-2025","EQ","686.00","695.00","648.60","686.45","685.00","686.30","671.19","1,313.25","648.60","7,84,864","52,67,89,748.60","56,210"
"28-Feb-2025","EQ","681.20","692.90","665.00","692.75","684.00","686.45","676.49","1,313.25","649.00","8,73,091","59,06,39,065.05","77,281"
"27-Feb-2025","EQ","739.00","742.25","685.00","744.65","687.00","692.75","701.44","1,313.25","649.00","13,17,088","92,38,54,450.60","1,37,543"
"25-Feb-2025","EQ","740.00","750.90","735.15","748.80","739.00","744.65","744.38","1,313.25","649.00","3,17,762","23,65,36,986.65","36,689"
"24-Feb-2025","EQ","745.05","754.90","739.50","755.95","746.30","748.80","747.41","1,313.25","649.00","3,11,293","23,26,63,213.85","32,312"
"21-Feb-2025","EQ","762.60","777.00","745.55","766.90","751.65","755.95","759.39","1,313.25","649.00","5,54,308","42,09,38,161.45","52,383"
"20-Feb-2025","EQ","739.85","770.60","738.40","743.65","766.00","766.90","761.18","1,313.25","649.00","3,90,051","29,69,00,398.80","39,285"
"19-Feb-2025","EQ","718.00","754.90","713.40","717.00","742.90","743.65","742.82","1,313.25","649.00","9,24,607","68,68,14,028.90","62,781"
"18-Feb-2025","EQ","727.60","733.55","707.80","729.80","715.00","717.00","717.92","1,313.25","649.00","8,64,364","62,05,45,444.20","59,264"
"17-Feb-2025","EQ","743.00","773.00","726.35","747.60","726.75","729.80","738.38","1,313.25","649.00","16,80,536","1,24,08,65,861.65","1,22,422"
"14-Feb-2025","EQ","773.80","776.05","712.05","776.25","740.00","747.60","735.67","1,313.25","637.00","20,82,706","1,53,21,77,263.40","92,483"
"13-Feb-2025","EQ","774.80","792.45","769.30","771.00","772.20","776.25","779.12","1,313.25","637.00","9,57,211","74,57,81,695.60","71,113"
"12-Feb-2025","EQ","750.00","784.25","724.20","780.75","775.50","771.00","760.94","1,313.25","637.00","22,90,617","1,74,30,11,798.80","90,597"
"11-Feb-2025","EQ","826.90","827.80","777.10","824.85","783.45","780.75","794.73","1,313.25","637.00","11,59,653","92,16,10,074.05","63,846"
"10-Feb-2025","EQ","826.20","835.75","804.15","826.15","826.00","824.85","820.85","1,313.25","637.00","9,11,269","74,80,11,325.30","48,929"
"07-Feb-2025","EQ","806.00","838.30","804.55","814.55","826.90","826.15","822.05","1,313.25","637.00","15,40,033","1,26,59,81,989.45","56,563"
"06-Feb-2025","EQ","849.80","851.60","805.60","844.85","815.50","814.55","817.65","1,313.25","637.00","10,84,153","88,64,53,601.85","61,106"
"05-Feb-2025","EQ","813.00","848.85","804.00","812.90","846.00","844.85","832.18","1,313.25","637.00","17,86,490","1,48,66,75,431.20","81,387"
"04-Feb-2025","EQ","825.00","838.00","760.50","794.55","813.00","812.90","789.44","1,313.25","637.00","36,94,535","2,91,66,22,138.55","1,39,038"
"03-Feb-2025","EQ","820.00","827.45","787.40","826.65","794.00","794.55","796.84","1,313.25","637.00","6,65,541","53,03,31,605.65","59,363"
"01-Feb-2025","EQ","848.00","919.90","822.00","840.80","825.00","826.65","876.79","1,313.25","616.55","24,60,551","2,15,73,88,823.90","1,10,759"
"31-Jan-2025","EQ","812.55","850.85","807.50","812.55","845.00","840.80","830.03","1,313.25","616.55","6,64,583","55,16,24,226.60","45,550"
"30-Jan-2025","EQ","812.70","832.60","800.15","811.60","812.00","812.55","816.94","1,313.25","616.55","7,87,695","64,34,97,021.30","63,129"
"29-Jan-2025","EQ","773.00","818.05","768.15","776.15","810.00","811.60","797.14","1,313.25","616.55","8,80,239","70,16,72,107.70","54,186"
"28-Jan-2025","EQ","795.60","806.95","744.65","795.60","780.00","776.15","768.82","1,313.25","616.55","14,31,839","1,10,08,19,799.85","99,293"
"27-Jan-2025","EQ","838.00","841.90","777.05","833.90","798.45","795.60","798.61","1,313.25","616.55","22,02,857","1,75,92,31,325.80","1,23,762"
"24-Jan-2025","EQ","873.65","880.05","824.00","874.20","840.10","833.90","838.37","1,313.25","606.60","10,83,260","90,81,74,086.00","82,390"
"23-Jan-2025","EQ","880.30","892.50","858.00","889.20","879.00","874.20","877.90","1,313.25","606.60","10,83,094","95,08,51,690.65","72,135"
"22-Jan-2025","EQ","938.50","941.55","877.95","938.50","889.75","889.20","896.47","1,313.25","606.60","8,50,518","76,24,67,606.80","66,321"
"21-Jan-2025","EQ","978.90","983.05","935.25","969.95","940.65","938.50","955.18","1,313.25","606.60","2,67,465","25,54,78,090.45","20,717"
"20-Jan-2025","EQ","969.50","973.80","945.00","967.70","973.80","969.95","961.45","1,313.25","606.60","2,82,294","27,14,12,667.30","26,400"
"17-Jan-2025","EQ","990.45","994.95","963.60","989.95","965.00","967.70","972.01","1,313.25","597.00","2,27,223","22,08,62,209.70","17,398"
"16-Jan-2025","EQ","958.90","998.85","958.90","949.90","990.00","989.95","985.02","1,313.25","597.00","7,14,299","70,35,98,773.80","48,227"
"15-Jan-2025","EQ","955.30","981.95","945.05","950.30","952.00","949.90","960.62","1,313.25","597.00","9,57,186","91,94,87,487.85","54,131"
"14-Jan-2025","EQ","939.30","968.05","936.05","939.30","947.00","950.30","951.75","1,313.25","597.00","8,66,047","82,42,61,841.00","52,858"
"13-Jan-2025","EQ","955.85","959.30","923.30","976.10","938.00","939.30","938.25","1,313.25","597.00","11,40,136","1,06,97,30,990.80","83,843"
"10-Jan-2025","EQ","1,012.45","1,014.05","970.10","1,012.45","980.00","976.10","987.70","1,313.25","597.00","7,18,140","70,93,03,707.15","45,274"
"09-Jan-2025","EQ","1,056.90","1,064.00","1,006.05","1,049.40","1,016.00","1,012.45","1,026.32","1,313.25","597.00","13,77,957","1,41,42,24,286.50","70,467"
"08-Jan-2025","EQ","1,150.00","1,171.50","1,043.90","1,127.10","1,050.00","1,049.40","1,095.08","1,313.25","597.00","27,79,177","3,04,34,19,720.05","1,15,531"
"07-Jan-2025","EQ","1,197.00","1,212.15","1,121.85","1,195.50","1,128.00","1,127.10","1,140.82","1,313.25","597.00","11,56,942","1,31,98,60,628.15","77,278"
"06-Jan-2025","EQ","1,234.00","1,242.55","1,181.65","1,223.80","1,188.00","1,195.50","1,204.25","1,313.25","597.00","5,21,434","62,79,35,017.10","42,588"
"03-Jan-2025","EQ","1,212.00","1,232.70","1,206.50","1,211.90","1,223.00","1,223.80","1,222.34","1,313.25","588.00","5,17,564","63,26,40,433.90","38,167"
"02-Jan-2025","EQ","1,204.70","1,228.40","1,200.95","1,200.60","1,211.00","1,211.90","1,211.01","1,313.25","588.00","3,57,741","43,32,27,683.75","17,358"
"01-Jan-2025","EQ","1,200.00","1,225.00","1,193.45","1,198.80","1,200.00","1,200.60","1,209.17","1,313.25","588.00","2,83,680","34,30,16,512.05","27,098"
"31-Dec-2024","EQ","1,205.15","1,212.30","1,182.80","1,199.20","1,200.00","1,198.80","1,194.37","1,313.25","588.00","6,35,155","75,86,12,462.95","23,753"
"30-Dec-2024","EQ","1,154.80","1,214.25","1,150.90","1,155.40","1,194.00","1,199.20","1,190.64","1,313.25","588.00","14,38,476","1,71,27,11,322.70","88,165"
"27-Dec-2024","EQ","1,173.05","1,184.65","1,149.00","1,173.05","1,149.00","1,155.40","1,162.03","1,313.25","586.05","2,13,336","24,79,02,976.05","16,600"
"26-Dec-2024","EQ","1,181.40","1,192.95","1,161.55","1,181.35","1,170.50","1,173.05","1,176.79","1,313.25","586.05","4,05,041","47,66,49,221.05","24,049"
"24-Dec-2024","EQ","1,218.50","1,218.50","1,175.05","1,220.55","1,177.70","1,181.35","1,184.29","1,313.25","586.05","7,19,815","85,24,69,553.70","27,336"
"23-Dec-2024","EQ","1,238.90","1,249.45","1,196.95","1,236.70","1,220.00","1,220.55","1,215.02","1,313.25","586.05","7,34,660","89,26,28,457.95","32,837"
"20-Dec-2024","EQ","1,203.00","1,264.25","1,198.05","1,202.20","1,220.00","1,236.70","1,242.75","1,313.25","586.05","29,89,932","3,71,57,37,410.05","1,19,896"
"19-Dec-2024","EQ","1,164.25","1,224.00","1,145.10","1,187.10","1,198.05","1,202.20","1,197.53","1,313.25","586.05","9,75,075","1,16,76,85,560.55","75,567"
"18-Dec-2024","EQ","1,168.90","1,204.00","1,157.50","1,164.65","1,188.00","1,187.10","1,183.75","1,313.25","586.05","5,44,703","64,47,92,686.55","43,953"
"17-Dec-2024","EQ","1,189.50","1,195.90","1,161.35","1,185.05","1,164.00","1,164.65","1,175.15","1,313.25","586.05","2,61,477","30,72,75,675.30","18,015"
"16-Dec-2024","EQ","1,165.00","1,209.00","1,161.35","1,164.50","1,181.50","1,185.05","1,192.34","1,313.25","586.05","6,24,181","74,42,36,314.50","45,901"
"13-Dec-2024","EQ","1,187.35","1,198.10","1,150.25","1,194.05","1,164.00","1,164.50","1,164.85","1,313.25","586.05","3,90,843","45,52,75,176.25","30,758"
"12-Dec-2024","EQ","1,202.00","1,224.95","1,186.25","1,202.45","1,189.90","1,194.05","1,202.71","1,313.25","586.05","3,75,427","45,15,28,775.55","26,007"
"11-Dec-2024","EQ","1,221.50","1,224.60","1,195.05","1,217.90","1,202.75","1,202.45","1,206.12","1,313.25","586.05","3,73,100","45,00,02,411.45","35,741"
"10-Dec-2024","EQ","1,186.90","1,238.00","1,178.40","1,183.85","1,218.00","1,217.90","1,211.68","1,313.25","586.05","14,53,072","1,76,06,55,252.80","60,768"
"09-Dec-2024","EQ","1,208.45","1,220.85","1,177.65","1,215.70","1,185.00","1,183.85","1,195.69","1,313.25","586.05","6,12,345","73,21,72,350.20","32,126"
"06-Dec-2024","EQ","1,212.00","1,223.00","1,185.00","1,203.95","1,215.05","1,215.70","1,205.17","1,313.25","586.05","7,60,904","91,70,18,797.25","38,133"
"05-Dec-2024","EQ","1,272.90","1,279.85","1,188.05","1,240.40","1,212.00","1,203.95","1,226.67","1,313.25","586.05","32,13,672","3,94,21,06,370.50","1,24,518"
"04-Dec-2024","EQ","1,093.90","1,313.25","1,089.55","1,094.40","1,263.00","1,240.40","1,184.60","1,313.25","586.05","56,19,213","6,65,65,11,611.80","1,67,814"
"03-Dec-2024","EQ","1,065.90","1,110.95","1,065.00","1,059.50","1,080.00","1,094.40","1,088.91","1,110.95","586.05","19,21,976","2,09,28,60,326.70","67,675"
"02-Dec-2024","EQ","1,078.80","1,084.80","1,056.60","1,054.30","1,060.00","1,059.50","1,065.24","1,094.70","586.05","10,19,640","1,08,61,65,728.50","40,385"
"29-Nov-2024","EQ","1,055.00","1,059.50","1,033.50","1,053.05","1,050.00","1,054.30","1,048.56","1,094.70","566.15","4,54,863","47,69,51,217.35","34,604"
"28-Nov-2024","EQ","1,059.85","1,094.70","1,042.35","1,023.05","1,050.00","1,053.05","1,066.96","1,094.70","566.15","30,40,175","3,24,37,57,381.70","1,10,941"
"27-Nov-2024","EQ","1,024.10","1,044.80","1,012.35","1,024.00","1,021.05","1,023.05","1,024.93","1,075.00","566.15","3,76,354","38,57,35,605.65","31,067"
"26-Nov-2024","EQ","1,058.25","1,063.85","996.00","1,039.80","1,020.70","1,024.00","1,019.84","1,075.00","566.15","11,03,488","1,12,53,76,242.30","73,514"
"25-Nov-2024","EQ","1,010.00","1,051.50","1,005.00","999.20","1,046.00","1,039.80","1,032.29","1,075.00","566.15","9,07,460","93,67,59,288.95","79,911"
"22-Nov-2024","EQ","999.00","1,027.90","988.05","992.00","997.90","999.20","1,007.00","1,075.00","566.15","5,88,923","59,30,42,704.70","37,815"
"21-Nov-2024","EQ","995.95","1,010.40","979.25","994.95","992.10","992.00","992.18","1,075.00","566.15","2,50,956","24,89,92,546.95","23,436"
"19-Nov-2024","EQ","1,006.00","1,022.45","988.00","1,006.15","989.95","994.95","1,006.18","1,075.00","566.15","3,37,971","34,00,58,169.35","30,518"
"18-Nov-2024","EQ","1,005.85","1,037.95","998.55","1,005.85","1,004.10","1,006.15","1,016.68","1,075.00","566.15","7,81,808","79,48,49,667.25","58,540"
"14-Nov-2024","EQ","960.00","1,014.85","956.75","965.65","1,007.90","1,005.85","997.10","1,075.00","563.25","8,08,131","80,57,91,433.55","59,693"
"13-Nov-2024","EQ","996.00","996.00","960.00","1,002.65","965.50","965.65","975.54","1,075.00","563.25","2,61,798","25,53,93,525.45","24,661"
"12-Nov-2024","EQ","999.70","1,028.80","994.05","996.75","996.00","1,002.65","1,008.32","1,075.00","563.25","6,73,633","67,92,38,502.45","61,634"
"11-Nov-2024","EQ","1,020.90","1,025.10","992.15","1,020.65","997.80","996.75","1,002.21","1,075.00","563.25","4,37,994","43,89,61,980.20","35,151"
"08-Nov-2024","EQ","1,044.05","1,057.40","1,012.05","1,050.70","1,021.00","1,020.65","1,031.91","1,075.00","550.05","8,27,492","85,38,98,113.50","47,326"
"07-Nov-2024","EQ","976.00","1,075.00","972.20","976.15","1,044.00","1,050.70","1,052.91","1,075.00","550.05","72,36,590","7,61,95,01,786.70","2,55,018"
"06-Nov-2024","EQ","956.50","978.85","946.10","949.05","977.85","976.15","964.66","1,068.00","550.05","6,34,207","61,17,94,346.45","41,764"
"05-Nov-2024","EQ","979.90","1,015.90","941.05","968.70","951.00","949.05","961.94","1,068.00","550.05","24,92,529","2,39,76,54,031.25","1,29,180"
"04-Nov-2024","EQ","1,000.00","1,000.00","945.00","1,002.05","973.35","968.70","966.84","1,068.00","550.05","4,87,802","47,16,24,079.65","44,332"
"01-Nov-2024","EQ","993.95","1,020.70","992.60","984.90","1,002.95","1,002.05","1,007.25","1,068.00","550.05","77,926","7,84,91,120.60","5,306"
"31-Oct-2024","EQ","949.90","993.00","936.60","949.90","991.00","984.90","975.23","1,068.00","550.05","3,14,303","30,65,17,406.55","29,952"
"30-Oct-2024","EQ","929.10","955.00","924.60","924.55","950.15","949.90","944.50","1,068.00","550.05","1,93,114","18,23,95,395.20","13,139"
"29-Oct-2024","EQ","909.30","929.05","898.25","904.50","925.00","924.55","914.86","1,068.00","550.05","2,42,880","22,22,02,169.35","26,204"
"28-Oct-2024","EQ","894.75","908.20","879.40","895.05","904.10","904.50","897.90","1,068.00","550.05","1,24,821","11,20,77,034.25","18,980"
"25-Oct-2024","EQ","918.00","926.40","880.30","917.95","894.90","895.05","896.64","1,068.00","550.05","2,73,195","24,49,56,914.00","26,789"
"24-Oct-2024","EQ","947.00","959.90","908.10","932.35","914.00","917.95","929.96","1,068.00","550.05","4,93,092","45,85,56,359.90","37,942"
"23-Oct-2024","EQ","936.00","944.05","915.80","935.10","931.00","932.35","931.15","1,068.00","550.05","2,53,650","23,61,87,455.80","34,326"
"22-Oct-2024","EQ","982.10","987.80","929.10","981.30","941.00","935.10","945.72","1,068.00","550.05","4,19,768","39,69,82,554.10","48,003"
"21-Oct-2024","EQ","990.00","999.95","975.50","991.85","977.05","981.30","985.29","1,068.00","550.05","1,89,717","18,69,26,661.35","20,802"
"18-Oct-2024","EQ","987.05","1,001.00","976.50","993.00","990.00","991.85","993.54","1,068.00","550.05","4,81,978","47,88,64,454.65","21,540"
"17-Oct-2024","EQ","1,017.10","1,026.45","986.10","1,017.20","990.85","993.00","1,002.58","1,068.00","550.05","3,57,199","35,81,21,838.55","25,127"
"16-Oct-2024","EQ","1,024.85","1,027.00","1,006.25","1,026.65","1,015.00","1,017.20","1,015.00","1,068.00","550.05","6,23,149","63,24,93,736.95","36,167"
"15-Oct-2024","EQ","1,011.00","1,034.85","1,008.40","1,009.15","1,026.55","1,026.65","1,024.08","1,068.00","550.05","7,97,388","81,65,89,779.20","55,479"
"14-Oct-2024","EQ","1,003.00","1,016.00","993.65","998.70","1,010.00","1,009.15","1,003.00","1,068.00","550.05","3,27,266","32,82,48,625.55","29,774"
"11-Oct-2024","EQ","1,016.70","1,019.95","996.00","1,017.45","999.00","998.70","1,003.24","1,068.00","550.05","3,25,602","32,66,57,378.55","28,409"
"10-Oct-2024","EQ","1,023.05","1,024.75","1,007.05","1,007.35","1,016.00","1,017.45","1,018.44","1,068.00","550.05","3,30,317","33,64,08,194.25","38,322"
"09-Oct-2024","EQ","1,018.50","1,027.50","1,003.10","1,013.15","1,010.00","1,007.35","1,015.54","1,068.00","550.05","4,73,009","48,03,58,480.95","34,061"
"08-Oct-2024","EQ","980.00","1,019.90","968.15","987.90","1,010.05","1,013.15","997.28","1,068.00","550.05","5,45,411","54,39,28,474.25","36,962"
"07-Oct-2024","EQ","1,025.50","1,026.65","979.40","1,032.25","992.00","987.90","992.14","1,068.00","550.05","5,91,565","58,69,16,627.80","46,968"
"04-Oct-2024","EQ","1,032.50","1,039.00","991.00","1,023.45","1,032.05","1,032.25","1,022.19","1,068.00","550.05","7,81,300","79,86,37,300.45","48,112"
"03-Oct-2024","EQ","1,022.00","1,043.45","991.50","1,050.75","1,022.00","1,023.45","1,022.61","1,068.00","550.05","9,84,536","1,00,67,98,422.95","41,938"
"01-Oct-2024","EQ","1,036.55","1,061.00","1,026.10","1,038.55","1,049.50","1,050.75","1,048.41","1,068.00","550.05","6,57,374","68,91,96,748.45","33,688"
"30-Sep-2024","EQ","1,023.00","1,068.00","1,018.05","1,025.10","1,037.25","1,038.55","1,051.00","1,068.00","550.05","22,63,353","2,37,87,84,292.10","81,244"
"27-Sep-2024","EQ","1,021.90","1,032.00","1,004.60","1,022.45","1,025.50","1,025.10","1,019.23","1,040.00","550.05","6,07,205","61,88,79,565.15","29,941"
"26-Sep-2024","EQ","1,015.85","1,037.55","1,002.75","1,018.65","1,020.00","1,022.45","1,026.53","1,040.00","550.05","13,89,792","1,42,66,67,834.50","48,024"
"25-Sep-2024","EQ","985.05","1,029.90","985.05","982.75","1,014.95","1,018.65","1,011.31","1,040.00","550.05","26,82,353","2,71,26,86,285.55","84,375"
"24-Sep-2024","EQ","950.00","993.25","942.80","945.10","978.80","982.75","973.47","1,040.00","550.05","17,83,692","1,73,63,62,565.85","79,401"
"23-Sep-2024","EQ","970.00","975.00","938.70","941.25","945.95","945.10","951.15","1,040.00","550.05","14,33,380","1,36,33,59,219.95","47,918"
"20-Sep-2024","EQ","978.95","978.95","935.05","986.15","941.00","941.25","947.12","1,040.00","550.05","18,60,651","1,76,22,55,509.80","66,658"
"19-Sep-2024","EQ","1,030.00","1,031.85","974.90","1,017.00","989.90","986.15","995.00","1,040.00","550.05","8,66,070","86,17,42,605.10","49,257"
"18-Sep-2024","EQ","985.00","1,021.10","968.65","984.60","1,016.00","1,017.00","1,001.89","1,040.00","550.05","19,38,032","1,94,16,87,827.80","77,214"
"17-Sep-2024","EQ","982.95","987.70","963.15","978.25","982.00","984.60","979.47","1,040.00","550.05","3,50,997","34,37,91,188.70","15,782"
"16-Sep-2024","EQ","988.90","997.30","975.00","993.25","985.00","978.25","981.05","1,040.00","550.05","2,40,776","23,62,13,568.15","15,321"
"13-Sep-2024","EQ","995.65","998.40","978.00","995.65","996.00","993.25","987.16","1,040.00","550.05","5,06,343","49,98,41,014.70","26,253"
"12-Sep-2024","EQ","956.00","998.00","956.00","952.65","992.00","995.65","985.96","1,040.00","550.05","17,06,995","1,68,30,32,801.65","67,853"
